plntid;binary;plntmass;plntradius;period;smaxis;plnttemp;plntage;discmeth;discyear;ra;dec;distsun;strmass;strradius;strmetal;strtemp;strage;inhabitzone
Kepler-99 b;0;0,019346;0,134873;4,60358;0,0585929846573767;NA;NA;transit;2014;297,354166666667;41,3;221,3;0,79;0,73;0,18;4782;1,47;FALSE
MOA-2009-BLG-387L b;0;2,6;NA;1972,3;1,8;NA;NA;microlensing;2011;268,4625;-33,9838888888889;5700;0,19;NA;NA;3840;NA;FALSE
EPIC 201635569 b;0;NA;0,443;8,36802;0,0627;488;NA;transit;2015;178,057025;2,59424444444444;219;0,47;0,45;-0,37;3789;NA;FALSE
OGLE-06-109L b;0;0,727;NA;1790;2,3;NA;NA;microlensing;2008;268,145833333333;-30,0836111111111;1510;0,51;NA;NA;5700;NA;FALSE
OGLE-06-109L c;0;0,271;NA;4931;4,5;NA;NA;microlensing;2008;268,145833333333;-30,0836111111111;1510;0,51;NA;NA;5700;NA;FALSE
Kepler-158 b;0;NA;0,1932;16,709184;0,147303788302479;NA;NA;transit;2014;284,029166666667;39,7680555555556;345,84;0,655;0,624;NA;4623;NA;FALSE
Kepler-158 c;0;NA;0,17315;28,551383;0,210537044287488;NA;NA;transit;2014;284,029166666667;39,7680555555556;345,84;0,655;0,624;NA;4623;NA;FALSE
PH-1 A(ab) b;1;NA;0,5631852;138,506;0,634;NA;NA;transit;2012;298,2125;39,9502777777778;1500;NA;NA;NA;NA;NA;FALSE
Kepler-209 b;0;NA;0,20595;16,087845;0,127743715468759;NA;NA;transit;2014;291,166666666667;42,6338888888889;604,83;0,931;0,935;NA;5513;NA;FALSE
Kepler-209 c;0;NA;0,2825;41,749882;0,241237302146914;NA;NA;transit;2014;291,166666666667;42,6338888888889;604,83;0,931;0,935;NA;5513;NA;FALSE
Kepler-163 c;0;NA;0,20595;21,347262;0,152684598323282;NA;NA;transit;2014;295;46,9836111111111;788,98;0,96;0,917;NA;5776;NA;FALSE
Kepler-163 b;0;NA;0,09569;7,810937;0,0781092619131826;NA;NA;transit;2014;295;46,9836111111111;788,98;0,96;0,917;NA;5776;NA;FALSE
HAT-P-40 b;0;0,615;1,73;4,457243;0,0608;1614,8;NA;transit;2012;335,5125;45,4505555555556;501;1,512;2,206;0,22;6080;NA;FALSE
Gliese 687 b;0;0,058;NA;38,14;0,16353;NA;NA;RV;2014;264,107915541667;68,3391418888889;4,5;0,413;0,4183;NA;3413;NA;TRUE
Kepler-79 d;0;NA;0,69168;52,09059;0,258346770468723;NA;NA;transit;2014;300,517141666667;44,3815111111111;1100,38;1,18;1,403;NA;6189;NA;FALSE
Kepler-79 c;0;NA;0,3545;27,401994;0,168352006619405;NA;NA;transit;2014;300,517141666667;44,3815111111111;1100,38;1,18;1,403;NA;6189;NA;FALSE
Kepler-79 b;0;NA;0,33171;13,484686;0,104935896690683;NA;NA;transit;2014;300,517141666667;44,3815111111111;1100,38;1,18;1,403;NA;6189;NA;FALSE
Kepler-79 e;0;NA;0,3062;81,065298;0,346939308292506;NA;NA;transit;2014;300,517141666667;44,3815111111111;1100,38;1,18;1,403;NA;6189;NA;FALSE
HD 9578 b;0;0,62;NA;494;1,17779438649262;NA;NA;RV;2009;23,3208333333333;-38,2344444444444;57,24;1,12;NA;0,11;5940;NA;TRUE
Kepler-194 c;0;NA;0,23603;17,308032;0,12873002619266;NA;NA;transit;2014;291,970833333333;47,8513888888889;1233,85;1,053;1,025;NA;6089;NA;FALSE
Kepler-194 b;0;NA;0,13761;2,092281;0,0314722702707579;NA;NA;transit;2014;291,970833333333;47,8513888888889;1233,85;1,053;1,025;NA;6089;NA;FALSE
Kepler-194 d;0;NA;0,21871;52,814973;0,270823350103754;NA;NA;transit;2014;291,970833333333;47,8513888888889;1233,85;1,053;1,025;NA;6089;NA;FALSE
HD 44219 b;0;0,58;NA;472,3;1,19;260,2;NA;RV;2009;95,0583333333333;-10,7175;50,43;1;1,32;0,03;5752;NA;TRUE
OGLE-2012-BLG-0406L b;0;3,9;NA;NA;3,9;NA;NA;microlensing;2013;268,325;-30,4669444444444;5100;0,59;NA;NA;NA;NA;FALSE
CoRoT-18 b;0;3,47;1,31;1,9000693;0,0295;1396;NA;transit;2011;98,1708333333333;-0,0180555555555556;870;0,95;1;-0,1;5440;NA;FALSE
CoRoT-10 b;0;2,75;0,97;13,2406;0,1055;600,8;NA;transit;2010;291,0625;0,734444444444444;345;0,89;0,79;0,26;5075;NA;FALSE
Kepler-284 b;0;NA;0,20413;12,699149;0,109422517031973;NA;NA;transit;2014;293,145833333333;47,7177777777778;1266,39;0,923;0,814;NA;5615;NA;FALSE
Kepler-284 c;0;NA;0,23785;37,514456;0,225280044587756;NA;NA;transit;2014;293,145833333333;47,7177777777778;1266,39;0,923;0,814;NA;5615;NA;FALSE
Kepler-248 c;0;NA;0,3709;16,239494;0,125517953709839;NA;NA;transit;2014;293,058333333333;43,5680555555556;851,1;NA;0,831;NA;5190;NA;FALSE
Kepler-248 b;0;NA;0,27521;6,308205;0,0668233207543274;NA;NA;transit;2014;293,058333333333;43,5680555555556;851,1;NA;0,831;NA;5190;NA;FALSE
Kepler-351 c;0;NA;0,29071;57,24809;0,290735583887927;NA;NA;transit;2014;286,45;42,6505555555556;1448,51;NA;0,854;NA;5643;NA;FALSE
Kepler-351 b;0;NA;0,27886;37,054919;0,21754783579174;NA;NA;transit;2014;286,45;42,6505555555556;1448,51;NA;0,854;NA;5643;NA;FALSE
14 And b;0;4,8;NA;185,84;0,83;NA;NA;RV;2008;352,822556083333;39,236197;79,2;2,2;11;-0,24;4813;NA;FALSE
Kepler-317 b;0;NA;0,19046;5,524242;0,0654549656166473;NA;NA;transit;2014;294,941666666667;39,0180555555556;1142,05;0,816;0,941;NA;5497;NA;FALSE
Kepler-317 c;0;NA;0,15674;8,77501;0,0891098847865094;NA;NA;transit;2014;294,941666666667;39,0180555555556;1142,05;0,816;0,941;NA;5497;NA;FALSE
GU Psc b;0;11;NA;NA;NA;1050;NA;imaging;2014;18,1458333333333;17,0513888888889;48;0,325;NA;0,1;NA;0,1;FALSE
MOA-2010-BLG-073L b;0;11;NA;NA;1,21;NA;NA;microlensing;2012;272,545833333333;-26,5172222222222;2800;0,16;NA;NA;3840;NA;FALSE
HD 216437 b;0;1,82;NA;1256;2,32;170,2;NA;RV;2002;343,6625;-70,0672222222222;26,5;1,06;1,1;0,25;5636;NA;FALSE
HD 192699 b;0;2,4;NA;345,53;1,32;NA;NA;RV;2007;304,025021166667;4,58079269444444;65,6;1,69;3,9;-0,15;5220;NA;FALSE
BD14 4559 b;0;1,47;NA;268,94;0,777;204,6;NA;RV;2009;318,4;14,6838888888889;50;0,86;NA;0,1;4814;NA;TRUE
HD 222155 b;0;1,9;NA;3999;5,1;145,2;NA;RV;2012;354,5;48,9844444444444;49,1;1,13;1,67;-0,11;5765;NA;FALSE
EPIC 201546283 b;1;NA;0,531;6,77131;0,0668;991;NA;transit;2015;171,5151625;1,23073888888889;251;0,89;0,88;-0,09;5422;NA;FALSE
Kepler-274 b;0;NA;0,14034;11,634788;0,100499331109412;NA;NA;transit;2014;292,920833333333;38,4675;1253,43;NA;1,007;NA;6023;NA;FALSE
Kepler-274 c;0;NA;0,16768;33,197861;0,202176616022784;NA;NA;transit;2014;292,920833333333;38,4675;1253,43;NA;1,007;NA;6023;NA;FALSE
EPIC 201505350 c;0;NA;0,397;11,90691;0,0965;797;NA;transit;2015;174,960320833333;0,603575;291;0,84;0,81;-0,27;5519;NA;FALSE
EPIC 201505350 b;0;NA;0,654;7,91943;0,0735;913;NA;transit;2015;174,960320833333;0,603575;291;0,84;0,81;-0,27;5519;NA;FALSE
Kepler-221 c;0;NA;0,26701;5,690586;0,0667624290588343;NA;NA;transit;2014;296,654166666667;46,8333333333333;428,3;0,816;0,821;NA;5243;NA;FALSE
Kepler-221 d;0;NA;0,24879;10,04156;0,0974903419823758;NA;NA;transit;2014;296,654166666667;46,8333333333333;428,3;0,816;0,821;NA;5243;NA;FALSE
Kepler-221 e;0;NA;0,23967;18,369917;0,14582509392114;NA;NA;transit;2014;296,654166666667;46,8333333333333;428,3;0,816;0,821;NA;5243;NA;FALSE
Kepler-221 b;0;NA;0,15583;2,795906;0,0415696000578716;NA;NA;transit;2014;296,654166666667;46,8333333333333;428,3;0,816;0,821;NA;5243;NA;FALSE
HD 190984 b;0;3,1;NA;4885;5,5;136,2;NA;RV;2009;302,879166666667;-64,6169444444444;103;0,91;1,53;-0,48;5988;NA;FALSE
WASP-26 b;0;1,028;1,281;2,7566004;0,03985;1521,3;NA;transit;2010;4,60416666666667;-15,2666666666667;250;1,12;1,34;-0,02;5950;NA;FALSE
WASP-110 b;0;0,51;1,238;3,7783977;0,0457;1134;NA;transit;2014;305,873125;-44,0584166666667;320;0,892;0,881;-0,06;5400;8,6;FALSE
HD 212301 b;0;0,45;NA;2,245715;0,036;1541,3;NA;RV;2005;336,875;-77,7166666666667;52,7;1,05;NA;0,18;5998;NA;FALSE
Kepler-309 b;0;NA;0,14216;5,923653;0,0733768705224469;NA;NA;transit;2014;297,508333333333;46,9511111111111;581,27;0,666;0,721;NA;4713;NA;FALSE
Kepler-309 c;0;NA;0,22874;105,356383;0,499965473054737;NA;NA;transit;2014;297,508333333333;46,9511111111111;581,27;0,666;0,721;NA;4713;NA;TRUE
HD 177830 A b;1;1,49;NA;406,6;1,2218;NA;NA;RV;1999;286,333333333333;25,9169444444444;59;1,47;2,99;0,55;NA;NA;FALSE
HD 177830 A c;1;0,15;NA;110,9;0,5137;NA;NA;RV;2010;286,333333333333;25,9169444444444;59;1,47;2,99;0,55;NA;NA;FALSE
WASP-117 b;0;0,2755;1,021;10,02165;0,09459;1024;NA;transit;2014;36,775405;-50,2845427777778;NA;1,126;1,17;-0,11;6040;4,6;FALSE
Kepler-109 b;0;NA;0,215979;6,48163;0,069;NA;NA;transit;2014;290,3927625;40,2849055555556;468,1;1,04;1,32;-0,08;5952;5,73;FALSE
Kepler-109 c;0;NA;0,229648;21,2227;0,152;NA;NA;transit;2014;290,3927625;40,2849055555556;468,1;1,04;1,32;-0,08;5952;5,73;FALSE
Kepler-392 b;0;NA;0,09113;5,341853;0,0598116077946235;NA;NA;transit;2014;288,658333333333;43,3666666666667;659,81;NA;1,129;NA;5938;NA;FALSE
Kepler-392 c;0;NA;0,10024;10,423118;0,093394784566863;NA;NA;transit;2014;288,658333333333;43,3666666666667;659,81;NA;1,129;NA;5938;NA;FALSE
2M 044144 b;1;9,8;NA;NA;NA;1800;NA;imaging;2010;70,4402166666667;23,0327972222222;145;0,018;NA;NA;2100;NA;FALSE
WASP-43 b;0;2,034;1,036;0,81347753;0,01526;1317,6;NA;transit;2011;154,908333333333;-9,80055555555556;80;0,717;0,667;-0,01;4520;NA;FALSE
Gliese 581 b;0;0,049702;NA;5,3686;0,04061;419,2;NA;RV;2005;229,858333333333;-7,71722222222222;6,21;0,31;0,3;-0,135;3498;NA;FALSE
Gliese 581 c;0;0,017301;NA;12,914;0,0721;312,7;NA;RV;2007;229,858333333333;-7,71722222222222;6,21;0,31;0,3;-0,135;3498;NA;TRUE
Gliese 581 d;0;0,019;NA;66,64;0,22;181;NA;RV;2007;229,858333333333;-7,71722222222222;6,21;0,31;0,3;-0,135;3498;NA;FALSE
Gliese 581 e;0;0,0061;NA;3,149;0,02815;500,8;NA;RV;2009;229,858333333333;-7,71722222222222;6,21;0,31;0,3;-0,135;3498;NA;FALSE
Gliese 581 f;0;0,0220199;NA;433;0,758;NA;NA;RV;2010;229,858333333333;-7,71722222222222;6,21;0,31;0,3;-0,135;3498;NA;FALSE
Gliese 581 g;0;0,0097516;NA;36,5;0,146;230,9;NA;RV;2010;229,858333333333;-7,71722222222222;6,21;0,31;0,3;-0,135;3498;NA;TRUE
KOI-368.01;0;NA;2,1;110,321611;0,6;3060;NA;transit;2013;290,854166666667;42,0836111111111;1200;2,3;2,5;0,4;9257;0,25;FALSE
MOA-2010-BLG-328L b;0;0,02894;NA;NA;0,92;NA;NA;microlensing;2013;269,495833333333;-30,7180555555556;810;0,11;NA;NA;NA;NA;FALSE
HD 16141 A b;1;0,215;NA;75,82;0,35;410,3;NA;RV;2000;38,8291666666667;-3,55083333333333;35,9;1,01;1;0,02;5533;NA;FALSE
Kepler-314 c;0;NA;0,26428;5,960392;0,0638372374806536;NA;NA;transit;2014;294,670833333333;42,0675;301,17;1,024;0,95;NA;5378;NA;FALSE
Kepler-314 b;0;NA;0,07564;2,461069;0,0353975656717632;NA;NA;transit;2014;294,670833333333;42,0675;301,17;1,024;0,95;NA;5378;NA;FALSE
HD 8574 b;0;2,11;NA;227,55;0,77;355,7;NA;RV;2003;21,3;28,5666666666667;44,2;1,17;1,37;0,05;6080;NA;FALSE
CoRoT-11 b;0;2,49;1,39;2,994325;0,04351;1593,4;NA;transit;2010;280,6875;5,93361111111111;560;1,27;1,37;-0,03;6440;NA;FALSE
KOI-55 b;0;0,0014;0,068;0,2401;0,006;7112;NA;imaging;2011;296,354166666667;41,0841666666667;1180;0,496;0,203;NA;27730;NA;FALSE
KOI-55 c;0;0,0021;0,078;0,34289;0,0076;6319,1;NA;imaging;2011;296,354166666667;41,0841666666667;1180;0,496;0,203;NA;27730;NA;FALSE
HATS-7 b;0;0,12;0,563;3,185315;0,04012;NA;NA;transit;2015;208,857;-21,2076944444444;257;0,849;0,815;0,25;4985;7,8;FALSE
Gliese 317 b;0;1,8;NA;691,78;1,15;NA;NA;RV;2007;130,245833333333;-23,4505555555556;15,1;0,42;NA;0,36;3510;NA;FALSE
Gliese 317 c;0;2;NA;10000;30;NA;NA;RV;2007;130,245833333333;-23,4505555555556;15,1;0,42;NA;0,36;3510;NA;FALSE
HD 189733 A b;1;1,138;1,138;2,21857312;0,03142;1099,7;NA;transit;2005;300,179166666667;22,7008333333333;19,3;0,8;0,788;-0,03;4980;NA;FALSE
WASP-80 b;0;0,554;0,952;3,0678504;0,0346;600;NA;transit;2013;303,166666666667;-2,13444444444444;60;0,57;0,571;-0,14;4145;NA;FALSE
Kepler-376 c;0;NA;0,16312;14,172327;0,109727802259372;NA;NA;transit;2014;291,604166666667;38,4008333333333;785,94;1,14;1,175;NA;5900;NA;FALSE
Kepler-376 b;0;NA;0,09751;4,920199;0,0542014639632156;NA;NA;transit;2014;291,604166666667;38,4008333333333;785,94;1,14;1,175;NA;5900;NA;FALSE
Kepler-33 b;0;NA;0,158566;5,66793;0,0677;1349,8;NA;transit;2012;289,075;46,0002777777778;917,8;1,291;1,82;0,025;5904;4,27;FALSE
Kepler-33 c;0;NA;0,2916;13,17562;0,1189;1018,5;NA;transit;2012;289,075;46,0002777777778;917,8;1,291;1,82;0,025;5904;4,27;FALSE
Kepler-33 d;0;NA;0,487547;21,77596;0,166;861,5;NA;transit;2012;289,075;46,0002777777778;917,8;1,291;1,82;0,025;5904;4,27;FALSE
Kepler-33 e;0;NA;0,366343;31,7844;0,2138;759,5;NA;transit;2012;289,075;46,0002777777778;917,8;1,291;1,82;0,025;5904;4,27;FALSE
Kepler-33 f;0;NA;0,406441;41,02902;0,2535;697,5;NA;transit;2012;289,075;46,0002777777778;917,8;1,291;1,82;0,025;5904;4,27;FALSE
Kepler-49 b;0;NA;0,21416;7,203871;0,0891614984037837;NA;NA;transit;2014;292,291666666667;40,5841666666667;385,34;0,549;0,559;NA;4252;NA;FALSE
Kepler-49 c;0;NA;0,18773;10,912732;0,117604083031004;NA;NA;transit;2014;292,291666666667;40,5841666666667;385,34;0,549;0,559;NA;4252;NA;FALSE
Kepler-49 d;0;NA;0,14581;2,576549;0,0449254405204103;NA;NA;transit;2014;292,291666666667;40,5841666666667;385,34;0,549;0,559;NA;4252;NA;FALSE
Kepler-49 e;0;NA;0,14216;18,596108;0,167783061027719;NA;NA;transit;2014;292,291666666667;40,5841666666667;385,34;0,549;0,559;NA;4252;NA;FALSE
HAT-P-31 b;0;2,171;1,07;5,005425;0,055;1324,7;NA;transit;2011;271,5375;26,4175;354;1,218;1,36;0,15;6065;NA;FALSE
HD 222582 A b;1;7,75;NA;572,38;1,35;NA;NA;RV;1999;355,4625;-5,98333333333333;42;0,99;1,15;-0,0229;NA;NA;FALSE
HD 30177 b;0;7,7;NA;1620;2,6;153,5;NA;RV;2002;70,475;-58,0169444444444;55;0,95;1,12;0,19;5320;NA;FALSE
HD 63765 b;0;0,64;NA;358;0,949;222,6;NA;RV;2009;116,958333333333;-54,2513888888889;32,6;0,865;NA;-0,16;5432;NA;TRUE
HD 73526 b;0;2,35;NA;189,65;0,65;369,5;NA;RV;2002;129,316666666667;-41,3166666666667;99;1,08;1,49;0,25;5590;5,59;FALSE
HD 73526 c;0;2,19;NA;376,93;1,03;293,3;NA;RV;2006;129,316666666667;-41,3166666666667;99;1,08;1,49;0,25;5590;5,59;TRUE
Kepler-228 d;0;NA;0,36817;11,094286;0,0960976233182313;NA;NA;transit;2014;296,283333333333;48,2172222222222;1736,95;1,04;1,014;NA;6043;NA;FALSE
Kepler-228 c;0;NA;0,24605;4,134444;0,0497650545581129;NA;NA;transit;2014;296,283333333333;48,2172222222222;1736,95;1,04;1,014;NA;6043;NA;FALSE
Kepler-228 b;0;NA;0,13943;2,566546;0,0362142178881236;NA;NA;transit;2014;296,283333333333;48,2172222222222;1736,95;1,04;1,014;NA;6043;NA;FALSE
HD 2638 b;1;0,48;NA;3,4442;0,044;978,2;NA;RV;2005;7,317122875;-5,91048838888889;53,71;0,87;NA;0,16;5192;NA;FALSE
HATS-9 b;0;0,837;1,065;1,9153073;0,03048;1823;NA;transit;2015;290,8095;-20,1663055555556;622;1,03;1,503;0,34;5366;10,8;FALSE
Kepler-418 b;0;1,1;1,2;86,67856;0,385943106566724;NA;NA;transit;2014;294,4335;38,3554444444444;NA;0,98;1,09;-0,05;5820;NA;FALSE
Gliese 504 b;0;4;NA;NA;NA;510;NA;imaging;2013;199,195833333333;9,41722222222222;17,56;1,22;NA;0,28;6234;0,16;FALSE
EPIC 201596316 b;0;NA;0,695;39,93767;0,2257;734;NA;transit;2015;169,042;1,98683333333333;2019;1,35;5,15;-0,12;5433;NA;FALSE
HD 134606 b;0;0,0292;NA;12,083;0,1023;817;NA;RV;2011;228,8125;-70,5169444444444;26,5;NA;NA;NA;5940;NA;FALSE
HD 134606 c;0;0,0382;NA;59,519;0,2962;478,2;NA;RV;2011;228,8125;-70,5169444444444;26,5;NA;NA;NA;5940;NA;FALSE
HD 134606 d;0;0,121;NA;459,26;1,1567;239,9;NA;RV;2011;228,8125;-70,5169444444444;26,5;NA;NA;NA;5940;NA;TRUE
Kepler-141 c;0;NA;0,12849;7,010606;0,0716720570606356;NA;NA;transit;2014;297,970833333333;47,7180555555556;313,46;1,001;0,787;NA;4910;NA;FALSE
Kepler-141 b;0;NA;0,06288;3,107675;0,0416680546657892;NA;NA;transit;2014;297,970833333333;47,7180555555556;313,46;1,001;0,787;NA;4910;NA;FALSE
Kepler-383 b;0;NA;0,12029;12,904532;0,123124266157394;NA;NA;transit;2014;291,341666666667;38,3511111111111;519,82;0,669;0,672;NA;4710;NA;FALSE
Kepler-383 c;0;NA;0,113;31,200751;0,221798623981021;NA;NA;transit;2014;291,341666666667;38,3511111111111;519,82;0,669;0,672;NA;4710;NA;FALSE
Gliese 176 b;0;0,0265;NA;8,7836;0,066;439,8;NA;RV;2007;70,7333333333333;18,9505555555556;9,42;0,49;0,53;-0,1;3520;NA;FALSE
Kepler-133 c;0;NA;0,25881;31,517586;0,19401088442832;NA;NA;transit;2014;297,275;48,3169444444444;587,59;1,02;1,425;NA;5736;NA;FALSE
Kepler-133 b;0;NA;0,16039;8,129976;0,0786170916357298;NA;NA;transit;2014;297,275;48,3169444444444;587,59;1,02;1,425;NA;5736;NA;FALSE
Kepler-65 b;0;NA;0,1257;2,1549156;0,035;NA;NA;transit;2013;288,6875;41,15;246,65;1,25;1,41;0,17;6211;2,9;FALSE
Kepler-65 c;0;NA;0,2294;5,8599408;0,068;NA;NA;transit;2013;288,6875;41,15;246,65;1,25;1,41;0,17;6211;2,9;FALSE
Kepler-65 d;0;NA;0,1344;8,131231;0,084;NA;NA;transit;2013;288,6875;41,15;246,65;1,25;1,41;0,17;6211;2,9;FALSE
Kepler-42 b;0;NA;0,07108;1,21376;0,0116;NA;NA;transit;2012;292,216666666667;43,6166666666667;38,7;0,13;0,17;-0,3;NA;NA;FALSE
Kepler-42 c;0;NA;0,0665;0,4532;0,006;NA;NA;transit;2012;292,216666666667;43,6166666666667;38,7;0,13;0,17;-0,3;NA;NA;FALSE
Kepler-42 d;0;NA;0,0519;1,865;0,0154;NA;NA;transit;2012;292,216666666667;43,6166666666667;38,7;0,13;0,17;-0,3;NA;NA;FALSE
V391 Peg b;0;3,2;NA;1170;1,7;475,2;NA;timing;2007;331,05;26,4166666666667;1400;0,5;0,23;NA;29300;NA;FALSE
KOI-806.03;0;0,035546;0,355;29,334;0,18;556,9;NA;transit;2012;285,283333333333;38,9347222222222;924,9;0,99;0,95;0,18;5498;NA;FALSE
KOI-806.02;0;2,013248;1,120903;60,3251;0,3;431,4;NA;transit;2012;285,283333333333;38,9347222222222;924,9;0,99;0,95;0,18;5498;NA;FALSE
KOI-806.01;0;0,072666;0,801947;143,213;0,5;334,2;NA;transit;2012;285,283333333333;38,9347222222222;924,9;0,99;0,95;0,18;5498;NA;FALSE
HD 7199 b;0;0,29;NA;615;1,36;199,1;NA;RV;2011;17,6958333333333;-66,1836111111111;36;0,89;0,96;0,28;5386;NA;TRUE
mu Arae b;0;1,676;NA;643,25;1,5;228,7;NA;RV;2000;266,033333333333;-51,8333333333333;15,3;1,08;1,245;0,28;5700;NA;TRUE
mu Arae c;0;0,03321;NA;9,6386;0,09094;928,2;NA;RV;2004;266,033333333333;-51,8333333333333;15,3;1,08;1,245;0,28;5700;NA;FALSE
mu Arae d;0;0,5219;NA;310,55;0,921;292,1;NA;RV;2004;266,033333333333;-51,8333333333333;15,3;1,08;1,245;0,28;5700;NA;TRUE
mu Arae e;0;1,814;NA;4205,8;5,235;122,5;NA;RV;2006;266,033333333333;-51,8333333333333;15,3;1,08;1,245;0,28;5700;NA;FALSE
OGLE-2015-BLG-0966L b;0;0,066;NA;NA;NA;NA;NA;microlensing;2015;268,75425;-29,0471111111111;3300;0,38;NA;NA;NA;NA;FALSE
eps Tau b;0;7,6;NA;594,9;1,93;574,9;NA;RV;2007;67,1541666666667;19,1680555555556;45;2,7;13,7;0,17;4901;NA;FALSE
HAT-P-11 b;0;0,081;0,452;4,887804;0,053;790,9;NA;transit;2009;297,708333333333;48,0680555555556;38;0,81;0,75;0,31;4780;NA;FALSE
Kepler-360 b;0;NA;0,15036;3,289672;0,0429389379883729;NA;NA;transit;2014;286,283333333333;44,7680555555556;1230,47;1,025;1,058;NA;6053;NA;FALSE
Kepler-360 c;0;NA;0,19137;7,186434;0,0722922698133382;NA;NA;transit;2014;286,283333333333;44,7680555555556;1230,47;1,025;1,058;NA;6053;NA;FALSE
WASP-47 b;0;1,06;1,17;4,1591282;0,052;1119,7;NA;transit;2011;331,203045833333;-12,0188861111111;200;1,04;1,15;0,36;5576;NA;FALSE
WASP-47 c;0;NA;0,167;0,789593;0,017;NA;NA;transit;2015;331,203045833333;-12,0188861111111;200;1,04;1,15;0,36;5576;NA;FALSE
WASP-47 d;0;0,027;0,33;9,03079;0,088;NA;NA;transit;2015;331,203045833333;-12,0188861111111;200;1,04;1,15;0,36;5576;NA;FALSE
Kepler-19 b;0;NA;0,1971;9,2869944;0,0846;NA;NA;transit;2011;290,420833333333;37,85;NA;0,936;0,85;-0,13;5541;1,9;FALSE
Kepler-19 c;0;NA;NA;NA;NA;NA;NA;timing;2011;290,420833333333;37,85;NA;0,936;0,85;-0,13;5541;1,9;FALSE
HD 224693 b;0;0,71;NA;26,73;0,233;718,9;NA;RV;2006;359,975;-22,4177777777778;94;1,33;1,7;0,343;6037;NA;FALSE
KIC 10001893 b;0;NA;NA;0,2197;0,005;NA;NA;imaging;2014;287,3891875;46,9844888888889;NA;0,47;0,24;NA;27500;NA;FALSE
KIC 10001893 c;0;NA;NA;0,3253;0,007;NA;NA;imaging;2014;287,3891875;46,9844888888889;NA;0,47;0,24;NA;27500;NA;FALSE
KIC 10001893 d;0;NA;NA;0,8116;0,01;NA;NA;imaging;2014;287,3891875;46,9844888888889;NA;0,47;0,24;NA;27500;NA;FALSE
HD 117207 b;0;2,06;NA;2627,08;3,78;128,4;NA;RV;2004;202,3375;-35,5669444444444;33;1,07;1,09;0,27;5432;NA;FALSE
HD 109246 b;0;0,77;NA;68,27;0,33;452,6;NA;RV;2010;188,029166666667;74,4838888888889;65,6;1,01;1,02;0,1;5844;NA;FALSE
Kepler-207 d;0;NA;0,30164;5,868075;0,0628507087142129;NA;NA;transit;2014;290,029166666667;42,1513888888889;813,46;1,04;1,588;NA;5920;NA;FALSE
Kepler-207 b;0;NA;0,14307;1,611865;0,0265582131433454;NA;NA;transit;2014;290,029166666667;42,1513888888889;813,46;1,04;1,588;NA;5920;NA;FALSE
Kepler-207 c;0;NA;0,1367;3,071571;0,040821295280456;NA;NA;transit;2014;290,029166666667;42,1513888888889;813,46;1,04;1,588;NA;5920;NA;FALSE
HD 156846 b;1;263;NA;359,5546;1,096;NA;NA;RV;2008;260,142963708333;-19,33374975;49;1,35;2,12;0,17;5969;NA;FALSE
CoRoT-22 b;0;0,0383853003178;0,435365216104;9,75598;0,092;885;NA;transit;2014;280,666666666667;6,21666666666667;592;1,099;1,136;0,17;5939;3,3;FALSE
KOI-1257 b;1;1,45;0,94;86,647661;0,382;511;NA;transit;2014;291,225;44,9175;900;0,99;1,13;0,27;5520;9,3;FALSE
Kepler-155 b;0;NA;0,19046;5,931194;0,0746152673636622;NA;NA;transit;2014;288,495833333333;51,0680555555556;302,28;0,635;0,62;NA;4508;NA;FALSE
Kepler-155 c;0;NA;0,20413;52,661793;0,319936194207866;NA;NA;transit;2014;288,495833333333;51,0680555555556;302,28;0,635;0,62;NA;4508;NA;TRUE
HD 28254 b;0;1,16;NA;1116;2,15;196,8;NA;RV;2009;66,2125;-50,6172222222222;56,2;1,06;1,48;0,36;5664;NA;TRUE
Kepler-237 c;0;NA;0,18955;8,103636;0,0891061593707522;NA;NA;transit;2014;283,220833333333;40,4169444444444;660,75;0,696;0,725;NA;4861;NA;FALSE
Kepler-237 b;0;NA;0,12849;4,715106;0,0621034054611561;NA;NA;transit;2014;283,220833333333;40,4169444444444;660,75;0,696;0,725;NA;4861;NA;FALSE
Kepler-89 b;0;0,0330298;0,1558328;3,743208;0,05119;1486;NA;transit;2012;297,329166666667;41,8838888888889;426,2;1,277;1,52;0,0228;6182;3,16;FALSE
Kepler-89 c;0;0,04907293;0,39368287;10,423648;0,1013;1012;NA;transit;2012;297,329166666667;41,8838888888889;426,2;1,277;1,52;0,0228;6182;3,16;FALSE
Kepler-89 d;0;0,33344427;1,0270384;22,342989;0,1684;806;NA;transit;2012;297,329166666667;41,8838888888889;426,2;1,277;1,52;0,0228;6182;3,16;FALSE
Kepler-89 e;0;0,11009952;0,59781473;54,32031;0,3046;584;NA;transit;2012;297,329166666667;41,8838888888889;426,2;1,277;1,52;0,0228;6182;3,16;FALSE
HAT-P-43 b;0;0,66;1,283;3,332688;0,0443;1361;NA;transit;2013;128,925;10,2005555555556;543;1,048;1,104;0,23;5645;5,7;FALSE
Kepler-139 b;0;NA;0,26792;15,771044;0,119827010155209;NA;NA;transit;2014;282,391666666667;43,8838888888889;476,47;1,084;1,3;NA;5594;NA;FALSE
Kepler-139 c;0;NA;0,30802;157,072878;0,554687733388196;NA;NA;transit;2014;282,391666666667;43,8838888888889;476,47;1,084;1,3;NA;5594;NA;FALSE
